100, 25, 152.149, 99.192, 0.212121, 0.0476183, 100, -1, 5.43903e-10, 9.00059e-12, 8.71428e-12, 9.30244e-12
100, 25, 320.066, 298.049, 0.212121, 0.019965, 158.489, -0.8, 6.929e-11, 2.83639e-12, 2.78857e-12, 2.88544e-12
100, 25, 127.233, 227.658, 0.212121, 0.0145463, 251.189, -0.6, 1.50809e-11, 1.55328e-12, 1.52453e-12, 1.58269e-12
100, 25, 59.9058, 160.681, 0.212121, 0.013661, 398.107, -0.4, 4.2203e-12, 1.09643e-12, 1.07165e-12, 1.1218e-12
100, 25, 34.7429, 107.148, 0.212121, 0.0155695, 630.957, -0.2, 1.43132e-12, 9.39228e-13, 9.1295e-13, 9.66262e-13
100, 25, 18.3993, 62.7633, 0.212121, 0.0194788, 1000, -9.71445e-17, 5.31009e-13, 8.83198e-13, 8.5077e-13, 9.16813e-13
100, 25, 10.4845, 33.1805, 0.212121, 0.0284225, 1584.89, 0.2, 2.28822e-13, 9.68632e-13, 9.20889e-13, 1.01886e-12
100, 25, 6.02347, 17.0425, 0.212121, 0.0432015, 2511.89, 0.4, 1.0218e-13, 1.10661e-12, 1.03294e-12, 1.18588e-12
100, 25, 2.7342, 7.6681, 0.212121, 0.067421, 3981.07, 0.6, 4.62121e-14, 1.29805e-12, 1.17345e-12, 1.43714e-12
100, 25, 1.15124, 3.53596, 0.212121, 0.100406, 6309.57, 0.8, 1.96737e-14, 1.45297e-12, 1.25486e-12, 1.68521e-12
100, 25, 0.431716, 1.45961, 0.212121, 0.164428, 10000, 1, 8.94227e-15, 1.78844e-12, 1.43271e-12, 2.24263e-12
100, 25, 0.10279, 0.59618, 0.212121, 0.243704, 15848.9, 1.2, 3.49587e-15, 1.99232e-12, 1.40691e-12, 2.81508e-12
