150, 25, 152.149, 99.192, 0.212121, 0.0387478, 100, -1, 4.42574e-10, 7.32393e-12, 7.09082e-12, 7.5697e-12
150, 25, 320.066, 298.049, 0.212121, 0.0162628, 158.489, -0.8, 5.64408e-11, 2.31043e-12, 2.27145e-12, 2.35041e-12
150, 25, 127.233, 227.658, 0.212121, 0.0118329, 251.189, -0.6, 1.22674e-11, 1.26353e-12, 1.24012e-12, 1.28749e-12
150, 25, 59.9058, 160.681, 0.212121, 0.0110944, 398.107, -0.4, 3.42724e-12, 8.90433e-13, 8.70272e-13, 9.11086e-13
150, 25, 34.7429, 107.148, 0.212121, 0.012624, 630.957, -0.2, 1.16044e-12, 7.61541e-13, 7.40173e-13, 7.83523e-13
150, 25, 18.3993, 62.7633, 0.212121, 0.0157547, 1000, -9.71445e-17, 4.29423e-13, 7.14345e-13, 6.88011e-13, 7.41641e-13
150, 25, 10.4845, 33.1805, 0.212121, 0.0229231, 1584.89, 0.2, 1.84499e-13, 7.81213e-13, 7.42513e-13, 8.21922e-13
150, 25, 6.02347, 17.0425, 0.212121, 0.034718, 2511.89, 0.4, 8.20786e-14, 8.89307e-13, 8.29737e-13, 9.53399e-13
150, 25, 2.7342, 7.6681, 0.212121, 0.0538171, 3981.07, 0.6, 3.68537e-14, 1.03614e-12, 9.35819e-13, 1.1481e-12
150, 25, 1.15124, 3.53596, 0.212121, 0.0793356, 6309.57, 0.8, 1.55139e-14, 1.14806e-12, 9.89536e-13, 1.3338e-12
150, 25, 0.431716, 1.45961, 0.212121, 0.127879, 10000, 1, 6.92133e-15, 1.3909e-12, 1.10892e-12, 1.75042e-12
150, 25, 0.10279, 0.59618, 0.212121, 0.183455, 15848.9, 1.2, 2.58885e-15, 1.49978e-12, 1.04188e-12, 2.13924e-12
