20, 25, 152.149, 99.192, 0.212121, 0.108913, 100, -1, 1.24418e-09, 2.05862e-11, 1.9934e-11, 2.1274e-11
20, 25, 320.066, 298.049, 0.212121, 0.0453525, 158.489, -0.8, 1.57409e-10, 6.44315e-12, 6.3349e-12, 6.55417e-12
20, 25, 127.233, 227.658, 0.212121, 0.0333382, 251.189, -0.6, 3.45687e-11, 3.55991e-12, 3.49456e-12, 3.62677e-12
20, 25, 59.9058, 160.681, 0.212121, 0.0316449, 398.107, -0.4, 9.77916e-12, 2.53981e-12, 2.4832e-12, 2.5978e-12
20, 25, 34.7429, 107.148, 0.212121, 0.0364392, 630.957, -0.2, 3.35166e-12, 2.19819e-12, 2.13782e-12, 2.26031e-12
20, 25, 18.3993, 62.7633, 0.212121, 0.0463024, 1000, -9.71445e-17, 1.26345e-12, 2.09942e-12, 2.02427e-12, 2.17735e-12
20, 25, 10.4845, 33.1805, 0.212121, 0.0687638, 1584.89, 0.2, 5.54485e-13, 2.34345e-12, 2.23152e-12, 2.46126e-12
20, 25, 6.02347, 17.0425, 0.212121, 0.106809, 2511.89, 0.4, 2.53291e-13, 2.73592e-12, 2.56054e-12, 2.92477e-12
20, 25, 2.7342, 7.6681, 0.212121, 0.17343, 3981.07, 0.6, 1.19504e-13, 3.33903e-12, 3.03453e-12, 3.67944e-12
20, 25, 1.15124, 3.53596, 0.212121, 0.273495, 6309.57, 0.8, 5.41827e-14, 3.95773e-12, 3.45598e-12, 4.54798e-12
20, 25, 0.431716, 1.45961, 0.212121, 0.4872, 10000, 1, 2.71461e-14, 5.29912e-12, 4.34929e-12, 6.52264e-12
20, 25, 0.10279, 0.59618, 0.212121, 0.87051, 15848.9, 1.2, 1.29399e-14, 7.11657e-12, 5.20763e-12, 9.33182e-12
